,id,title,all_artists,popularity,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
3868,49oBFP6ZHPtd6t33LFTD3E,Good Vibes,Chris Janson,55,2019-02-08,0.582,0.846,0,-2.771,1,0.022,0.0,0.133,0.736,92.004,165587,4
3869,6HBhMdKR4HRfQ3fuGUFbzE,Famous,Adam Doleac,0,2019-01-04,0.736,0.423,7,-6.934,1,0.398,0.0,0.108,0.346,94.919,186450,4
3870,2SHbF9xWleu30pAHfOZaEn,Nobody,Dylan Scott,0,2019-03-01,0.573,0.747,0,-6.46,1,0.519,1.13e-06,0.0867,0.645,79.952,160707,4
3871,6uVzeU47Qzg0rrMneP5BNg,Love Ain't,Eli Young Band,65,2018-05-25,0.6,0.851,11,-4.645,1,0.00566,9.78e-06,0.0891,0.727,98.007,186119,4
3872,2h8szyWmfavIbiWm0KWpB0,Can’t Hide Red,Jason Aldean,49,2019-02-15,0.514,0.864,4,-3.246,0,0.0256,0.0,0.103,0.471,94.927,181600,4
3873,1GGY3gxsdIfEGua4hZFwXN,My Love,Clare Dunn,25,2019-04-05,0.686,0.888,7,-2.173,1,0.0584,0.0,0.211,0.598,109.994,195789,4
3874,2cxU72H3CkiHJKiJhOj1Rm,Home With Her,John Gurney,35,2018-06-29,0.731,0.614,7,-7.525,0,0.137,1.3e-05,0.151,0.508,80.025,179231,4
3875,6p3tET0bTKLDv4iF0hl0p2,Try Saying Goodbye,John King,30,2019-01-25,0.432,0.77,5,-7.076,1,0.0117,0.0,0.0849,0.335,93.858,181630,4
3876,7kCXmYJeltdnCMMsfwaCsf,Thought About You,Tim McGraw,0,2018-10-04,0.563,0.745,2,-4.753,1,0.24,4.96e-05,0.11,0.28,121.015,225694,4
3877,0y4CZzUZKjays43Cw0AtRs,Good as You,Kane Brown,0,2018-10-19,0.634,0.516,8,-6.05,1,0.4,0.0,0.142,0.769,153.831,192053,4
3878,3yOs8FffuG6hPbzQG9lIqV,I Don't Know About You,Chris Lane,67,2018-07-13,0.593,0.81,1,-5.733,1,0.602,0.0,0.119,0.712,144.011,207933,4
3879,6HdZquZOX4YcDlAP7GKD2A,Miss Me More,Kelsea Ballerini,0,2017-11-03,0.644,0.713,9,-7.148,0,0.0144,0.0,0.0829,0.468,95.999,192840,4
3880,0QFvybNsiwupz72jpQWxKn,That's How You Got It,John Gurney,37,2019-01-07,0.673,0.683,4,-4.224,1,0.00181,1.06e-05,0.099,0.824,89.984,184747,4
3881,43CFDpciGFDm226POTLEXU,Love Someone,Brett Eldredge,57,2017-08-04,0.423,0.813,9,-5.011,1,0.218,1.62e-06,0.0732,0.421,173.995,211720,4
3882,16HAr3eu7TCbeJ0IOJLQxY,Alcohol You Later,Mitchell Tenpenny,0,2018-02-23,0.668,0.595,8,-6.977,1,0.0252,0.0,0.0978,0.459,99.973,187369,4
3883,7xELq8WliIctkuvWXONX6d,Closer To You,Carly Pearce,0,2018-11-02,0.662,0.685,4,-4.561,0,0.125,0.0,0.0961,0.447,111.964,187321,4
3884,54K7AZoGpQklpygKrxZlKN,Living,Dierks Bentley,61,2018-06-08,0.517,0.813,1,-6.325,1,0.0153,0.0,0.106,0.444,83.005,222147,4
3885,5eDvChP4WAPPrtaQeI9MhT,Beer Never Broke My Heart,Luke Combs,0,2019-05-08,0.54,0.863,1,-4.483,1,0.0138,0.0,0.0871,0.64,77.0,186800,4
3886,0u3zalSKQIUJ0foEGILmxe,GIRL,Maren Morris,0,2019-01-17,0.44,0.793,6,-3.95,1,0.0677,0.0,0.0788,0.447,143.599,250664,4
3887,6ERR6e7h6wCqGoz1TjiUJb,Knockin' Boots,Luke Bryan,65,2019-03-29,0.739,0.682,2,-3.728,1,0.129,0.0,0.328,0.634,131.983,199382,4
3888,4bZsLI9lZgSu3MN99kDbic,In Between,Scotty McCreery,0,2018-03-16,0.592,0.928,11,-5.403,1,0.0166,1.38e-05,0.123,0.391,121.997,221600,4
3889,4kKgn11J60MHCrfS4AfbIm,Talk You Out Of It,Florida Georgia Line,0,2018-07-06,0.652,0.712,4,-4.588,1,0.596,0.0,0.0814,0.553,120.063,202920,4
3890,1OxdfwY8faL2y35bCUn3kK,One Heart To Another,Maddie & Tae,28,2019-04-26,0.642,0.408,6,-7.518,1,0.326,2.79e-05,0.0982,0.283,129.995,218413,4
3891,76jICtPC51cXmetYVnOqHu,That Old Truck,Thomas Rhett,0,2019-03-29,0.601,0.635,1,-7.248,1,0.388,2.02e-05,0.187,0.629,93.466,212027,4
3892,7GW2dqJ13S3UutqzSuvzlR,Somebody's Daughter,Tenille Townes,0,2018-07-27,0.479,0.859,0,-5.208,1,0.00206,0.0,0.123,0.537,173.924,226667,4
3893,0IedgQjjJ8Ad4B3UDQ5Lyn,Fragments of Time (feat. Todd Edwards),Todd Edwards,58,2013-05-17,0.807,0.51,0,-9.729,1,0.041,0.115,0.104,0.961,130.118,279773,4
3894,69kOkLUCkxIZYexIgSG8rq,Get Lucky (feat. Pharrell Williams & Nile Rodgers),Nile Rodgers,76,2013-05-17,0.81,0.793,6,-9.404,0,0.0378,1.77e-06,0.072,0.863,116.05,369627,4
3895,5oPDm3evplwHn3HxsSwlP4,Volcanology,Brooklyn,16,2008-06-10,0.593,0.862,2,-4.005,1,0.0241,3.33e-06,0.042,0.847,97.061,214000,4
3896,0as2FkOPwyZJnCqlDeUlmQ,Haunted,Poe,0,2000,0.495,0.867,1,-7.623,0,0.0266,0.000601,0.293,0.5,85.968,320240,4
3897,0wIhWLNLIOmzQ89B3rtTd3,It's Not Over,Daughtry,53,2006-11-20,0.426,0.92,10,-3.243,0,0.0559,0.0,0.245,0.296,145.944,215027,4
3898,1FMHNVeJ9s1x1l1WlaRs2I,It Ends Tonight,The All-American Rejects,58,2005-01-01,0.454,0.636,0,-4.731,1,0.00228,0.0,0.154,0.313,87.89,244827,4
3899,5ZcmP16SFTTgHT7WyZYWNQ,Spiderwebs,No Doubt,41,2003-01-01,0.484,0.925,10,-4.046,1,0.0373,1.72e-06,0.248,0.66,143.246,266707,4
3900,0yOejql4hrkoB3VYqpvtnW,Paint Yourself,White Denim,0,2009-10-20,0.376,0.912,1,-6.01,0,0.263,0.000116,0.261,0.832,98.111,205040,4
3901,6nmVeODcBpsGKx5RPv003D,Feel Again,OneRepublic,0,2012-01-01,0.474,0.818,7,-7.513,0,0.0243,3.56e-06,0.105,0.353,139.933,185613,4
3902,3GU3cgve2Tzbrxmjs121uE,Rainy Monday,Shiny Toy Guns,35,2006-01-01,0.414,0.784,0,-4.321,1,0.00222,0.0,0.353,0.361,134.013,239800,4
3903,4AIYKuKYHRsBKWuvpmBt51,You Are The One,Shiny Toy Guns,42,2006-01-01,0.408,0.874,9,-2.996,0,8.35e-05,0.0,0.417,0.182,141.978,270893,4
3904,0gbLfFlEyVHiKzlZIb0gce,How Far We've Come,Matchbox Twenty,59,2007-10-02,0.566,0.906,0,-5.092,1,0.00452,0.0,0.21,0.787,83.0,212253,4
3905,7p1PhtGLjq0ISncRXBHqXY,Here Is Gone,The Goo Goo Dolls,42,2007-11-06,0.351,0.74,1,-3.432,1,0.000502,0.00144,0.107,0.218,102.124,238333,4
3906,4EwNG7uCvLEm5a6KgerCHf,Maps,Yeah Yeah Yeahs,0,2003-04-29,0.532,0.925,7,-5.964,1,0.0013,0.306,0.508,0.171,119.776,219760,4
3907,0eG5CqXwJpa5MBjYyg1lRm,Slide,The Goo Goo Dolls,52,2007-11-06,0.371,0.845,8,-4.199,1,0.00753,0.0,0.0556,0.471,112.198,213200,4
3908,5ZsPy9wHH733NlU6c4v2Hi,When It's Over - David Kahne Main,Sugar Ray,57,2001-06-12,0.675,0.775,4,-5.772,1,0.0387,0.0,0.383,0.933,99.945,217853,4
3909,6uNP8aOZphmhsYlOwRhNh1,Somewhere Only We Know,Keane,39,2004-01-01,0.457,0.644,9,-5.317,1,0.0794,1.1e-06,0.0796,0.381,172.232,238787,4
3910,3WpvCDpHLRGvD8i43GeuwW,Take Us Back,Alela Diane,0,2009,0.42,0.182,7,-11.272,1,0.946,0.000444,0.108,0.35,156.451,285240,4
3911,6c8QH9FMFKj0ZgNeiyOx4v,Over My Head (Cable Car),The Fray,49,2005-10-07,0.591,0.699,8,-5.221,1,0.0204,0.0,0.0614,0.733,116.029,236373,4
3912,0OYcEfskah1egYHjYRvbg1,Shadow of the Day,Linkin Park,64,2007-05-14,0.534,0.393,11,-7.813,1,0.00479,0.0107,0.107,0.0641,110.007,290360,4
3913,502X3BGNst24d1LUKkLh35,Blue (Da Ba Dee) - Extended Remix,Eiffel 65,0,1999-11-30,0.824,0.978,7,-9.244,0,0.236,0.000718,0.393,0.78,127.997,286667,4
3914,1TrUZnkxQtyuiSLzHv60y0,My Console,Eiffel 65,0,1999-11-30,0.738,0.954,9,-9.056,1,0.0402,7.78e-05,0.366,0.799,130.024,255840,4
3915,33yla0tdQbgxJ051hm2uel,Move Your Body,Eiffel 65,0,1999-11-30,0.762,0.947,7,-9.667,1,0.0903,0.415,0.413,0.961,129.987,270893,4
3916,2RQ3fWFZJJe4G5KkHEACww,Pinch Me,Barenaked Ladies,58,2000-09-01,0.68,0.857,7,-4.132,1,0.0151,2.88e-05,0.056,0.794,95.349,285160,4
3917,4YkmvF9kPRR0HOOK5XUxjZ,The Cave,Mumford & Sons,0,2009,0.593,0.507,4,-9.463,1,0.0467,0.000101,0.0964,0.344,141.978,215627,4
3918,0PXWpNBYg52gABrn1qL1bD,Unwell - 2007 Remaster,Matchbox Twenty,59,2007-10-02,0.442,0.793,9,-5.152,1,0.0456,0.0,0.328,0.437,80.985,237267,4
3919,414a7UjgozCezMUz6Ng70h,Maybe Tomorrow,Stereophonics,0,2008-01-01,0.495,0.679,7,-5.976,0,0.21,0.000167,0.354,0.542,80.9,273160,4
3920,5W3cjX2J3tjhG8zb6u0qHn,"Harder, Better, Faster, Stronger",Daft Punk,71,2001-03-12,0.817,0.716,6,-8.898,0,0.0427,0.00263,0.358,0.692,123.474,224693,4
3921,3H3cOQ6LBLSvmcaV7QkZEu,Aerodynamic,Daft Punk,59,2001-03-12,0.624,0.911,7,-7.482,1,0.329,0.861,0.0727,0.135,122.902,212547,4
3922,4FH8xKyUcs9w04CP01uI6v,I Know You Too Well To Like You Anymore,Reel Big Fish,38,2012-07-30,0.691,0.99,1,-1.507,1,0.0396,0.0,0.313,0.646,112.946,265067,4
3923,6ooluO7DiEhI1zmK94nRCM,Take Me Out,Franz Ferdinand,2,2004,0.278,0.676,9,-8.821,1,0.000423,0.000899,0.136,0.494,104.545,237027,4
3924,1EzeXGaZdqsA4Nst1AIAL2,Bullet With Butterfly Wings,The Smashing Pumpkins,0,1995-10-24,0.389,0.705,10,-10.331,0,5.01e-05,0.86,0.09,0.555,122.154,257707,4
3925,1FMm3wG5WOhi7js35KR7Ea,"You're Gonna Go Far, Kid",The Offspring,0,2008-06-13,0.55,0.918,9,-3.159,0,0.00466,0.0,0.206,0.563,126.083,177827,4
3926,4jrqkTSKcIUA7RN8SVa04W,Run - Revised Album Version,Snow Patrol,0,2004-03-30,0.416,0.658,9,-5.249,0,0.000456,3.16e-05,0.125,0.184,74.594,356667,4
3927,3HE50TVRquwXe9yv2HFoNL,Never Too Late,Three Days Grace,67,2006-06-25,0.433,0.778,2,-4.68,0,0.00838,0.0,0.163,0.217,149.864,209333,4
3928,0q6LuUqGLUiCPP1cbdwFs3,On Melancholy Hill,Gorillaz,75,2010-03-03,0.689,0.739,2,-5.81,1,1.51e-05,0.509,0.064,0.578,120.423,233867,4
3929,2SiqlgLMfKQbczSMRp8drY,Into The Ocean,Blue October,57,2006-01-01,0.758,0.606,0,-6.444,1,0.282,0.0,0.144,0.361,107.95,239947,4
3930,2VEZx7NWsZ1D0eJ4uv5Fym,Digital Love,Daft Punk,64,2001-03-12,0.644,0.664,9,-8.398,1,0.048,0.867,0.342,0.53,124.726,301373,4
3931,1FdU4oF88UOJwA9GYgognx,Diamond Eyes,Deftones,50,2010-04-23,0.331,0.845,8,-4.876,1,0.000109,0.000212,0.0758,0.468,153.484,188267,3
3932,0S0d7Qad5v7ZLQiAuwQxab,Kryptonite,3 Doors Down,0,2007-01-01,0.544,0.877,11,-4.923,0,0.00394,1.49e-05,0.158,0.533,99.027,233933,4
3933,3GVDjNUSJGFIUnf27cfVmb,Have A Nice Day - Decade In The Sun Version,Stereophonics,7,2008-12-23,0.494,0.786,4,-5.341,1,0.0152,0.0,0.425,0.492,120.828,204307,4
3934,0DiWol3AO6WpXZgp0goxAV,One More Time,Daft Punk,75,2001-03-12,0.613,0.697,2,-8.618,1,0.0194,0.0,0.332,0.476,122.746,320357,4
3935,7yMiX7n9SBvadzox8T5jzT,Clint Eastwood,Gorillaz,70,2001,0.663,0.694,10,-8.627,0,0.0253,0.0,0.0698,0.525,167.953,340920,4
3936,3urJUvRhgMrwydaTQFVEg9,Tear You Apart,She Wants Revenge,64,2005-01-01,0.583,0.729,1,-6.645,0,0.000522,1.47e-05,0.487,0.539,152.996,284613,4
3937,1UF0LHvbTWrgVuQOBiAIYP,Zombie,The Cranberries,0,2010-06-30,0.302,0.704,7,-6.851,1,0.0174,0.00166,0.36,0.3,166.66,308741,4
3938,3ffJKEoVfbiSlDHztViu6O,Superman,Lazlo Bane,30,2002-01-01,0.535,0.79,6,-5.654,1,0.07,6.12e-06,0.129,0.829,161.965,218813,4
3939,2nmL3Tb25nvkUnwjwmL0Sq,Inside the Fire,Disturbed,39,2011-10-07,0.458,0.951,7,-7.321,1,5.24e-05,0.129,0.0919,0.609,94.016,231040,4
3940,77rlwv75irCcg50920G04u,Apologize,OneRepublic,49,2007-01-01,0.656,0.584,8,-6.034,1,0.0371,0.0,0.0888,0.0993,117.999,185013,4
3941,2l57cfmCnOkwNX1tky02n1,Move Along,The All-American Rejects,66,2005-01-01,0.518,0.916,3,-3.858,1,0.000148,0.0,0.291,0.646,109.864,238880,4
3942,3CzOoYfw7mj5jMHGsJp9TG,I'm So Sick,Flyleaf,0,2005,0.434,0.961,2,-4.247,1,8.45e-05,2.88e-06,0.0938,0.274,153.969,176160,4
3943,2MGpDu11Ute4wFJxaM7m0u,Fully Alive,Flyleaf,0,2005,0.454,0.947,5,-4.085,1,0.0187,0.0,0.346,0.591,149.076,154133,4
3944,3hKJZU04zjmj7hrEZXpe8f,She Sells Sanctuary,The Cult,0,1985,0.55,0.777,7,-8.592,1,6.65e-06,0.821,0.0872,0.346,139.577,263000,4
3945,7koCGMcz05yYlj6lfxIR8q,Fire Woman,The Cult,0,1989-04-01,0.49,0.791,7,-9.172,1,0.000179,0.00186,0.245,0.486,132.055,311027,4
3946,4ijNab1GM0JSZoe0I2KCOd,Cuts You Up,Peter Murphy,0,1989-05-01,0.63,0.806,4,-10.728,0,0.0228,0.00515,0.135,0.802,134.467,327133,4
3947,2uSzg26XVxXnGiFBBU5KGW,Enjoy The Silence,Lacuna Coil,0,2006-04-03,0.498,0.663,11,-6.882,0,0.000939,0.0485,0.21,0.0989,112.984,245587,4
3948,0MsrWnxQZxPAcov7c74sSo,Holiday / Boulevard of Broken Dreams,Green Day,70,2004-09-21,0.29,0.827,8,-3.451,1,0.000659,2.55e-06,0.301,0.45,167.086,493400,4
3949,58KPPL1AdLHMvR2O2PZejr,Jesus of Suburbia,Green Day,64,2004-09-21,0.3,0.929,1,-3.214,1,0.000259,2.26e-06,0.329,0.59,147.116,548253,4
3950,4ImIJRZNJhNQLLdUFSYJoS,Down with the Sickness,Disturbed,64,2010-03-12,0.649,0.896,10,-2.704,0,0.000319,1.19e-05,0.102,0.924,90.009,278707,4
3951,1HrEnf8mgS1Grlf0PKjDCO,Indestructible,Disturbed,41,2011-10-07,0.43,0.966,8,-4.605,1,0.000209,0.123,0.371,0.524,179.956,278027,4
3952,4ClGNWLK9vZMBtO0CpnyOE,Land of Confusion,Disturbed,63,2005-09-19,0.553,0.991,8,-3.703,1,4.44e-05,0.0729,0.179,0.324,114.919,287067,4
3953,5hkgrWxkobGtg30I7DsfVu,Ten Thousand Fists,Disturbed,62,2005-09-19,0.54,0.977,1,-3.409,1,2.55e-05,0.0588,0.0533,0.211,106.907,212040,4
3954,2ZTIw0fZhFp3nnvF41nvVc,Rebel Yell - Remastered,Billy Idol,61,2001-01-01,0.534,0.694,9,-9.296,0,0.000466,0.0485,0.155,0.45,166.791,286840,4
3955,029Q1AJFCWz3g5k2UV1O46,White Wedding - Pt. 1 / Remastered 2002,Billy Idol,33,2008-01-01,0.65,0.826,9,-6.107,1,0.016,0.00163,0.334,0.764,147.341,253280,4
3956,1fzJyTCKeZuTSLByCsLRHl,Safe and Sound,Capital Cities,0,2013-06-04,0.655,0.819,0,-4.852,1,0.000176,0.00374,0.104,0.766,117.956,192790,5
3957,70wYA8oYHoMzhRRkARoMhU,When You Were Young,The Killers,75,2006-09-27,0.467,0.988,11,-3.313,1,0.000152,0.0484,0.28,0.321,130.433,220427,4
3958,2mzuAU3JdBAYIdpFb1znOR,Re: Your Brains,Jonathan Coulton,29,2008-01-01,0.596,0.576,0,-6.941,1,0.324,0.0,0.202,0.468,80.035,272280,4
3959,2chEZfdAqJvlw9dM3hAU6p,The Future Soon,Jonathan Coulton,36,2008-01-01,0.594,0.723,2,-6.571,1,0.0304,0.0,0.0877,0.511,100.002,230320,4
3960,1rIFZk9tTUtHP3vULR5wXe,Code Monkey,Jonathan Coulton,30,2008-01-01,0.569,0.612,4,-6.333,1,0.0842,0.0,0.0858,0.78,159.938,190560,4
3961,0dEIca2nhcxDUV8C5QkPYb,Give Life Back to Music,Daft Punk,60,2013-05-17,0.788,0.616,9,-10.671,0,0.00286,0.549,0.0952,0.696,119.037,275387,4
3962,36c4JohayB9qd64eidQMBi,Doin' it Right (feat. Panda Bear),Panda Bear,60,2013-05-17,0.804,0.451,6,-8.207,1,0.388,2.17e-05,0.0924,0.19,178.061,251293,4
3963,3tehrxZR8eaANHov4cEctL,Smack My Bitch Up,The Prodigy,0,1997,0.607,0.993,10,-4.511,0,0.00314,0.593,0.112,0.229,136.208,342733,4
3964,5rDy3kaQcVp4P6NAhjTsih,The Metal,Tenacious D,15,2006-11-14,0.613,0.93,2,-4.116,1,0.00301,0.00119,0.535,0.352,112.213,165960,4
3965,3ojBGxHAH27JDsLK6Q6nLD,Double Team,Tenacious D,32,2001-09-25,0.448,0.909,4,-4.521,0,0.122,3.01e-05,0.166,0.255,97.177,190320,4
3966,53XBXgtdqf1gmWMm3rqV27,Tribute,Tenacious D,47,2001-09-25,0.365,0.767,9,-6.185,0,0.181,0.000856,0.0942,0.422,94.174,248053,4
3967,1jvoeTYt8usIxGWQUSzEyz,Come to Me,The Goo Goo Dolls,50,2013-06-07,0.589,0.669,0,-4.835,1,0.0505,0.0,0.131,0.421,92.06,225333,4
3968,2SXswiR0TE3AULlCwvgg5E,Transylvanian Concubine (The Manson Mix (Radio Edit))** - The Manson Mix (Radio Edit),Sean Beavan,20,1997-07-29,0.666,0.765,1,-7.859,0,3.86e-05,0.00529,0.81,0.563,103.971,173693,4
3969,6FvSJjsxM3o5ctpexdB31e,Mad World,Gary Jules,0,2002-04-02,0.353,0.0811,3,-14.573,1,0.966,2.27e-06,0.104,0.356,173.415,187933,4
3970,567gpaiqe8cvcZdFVET9uE,My Favorite Things,Kenny G,9,2005-10-18,0.555,0.441,5,-11.079,0,0.0986,0.206,0.107,0.39,84.097,196733,3
3971,7txxAtOMwLLnQTpKeBL6bp,Mother,Danzig,72,1988-01-01,0.365,0.763,11,-9.45,0,0.00726,0.000457,0.0865,0.342,148.366,204867,4
3972,7vPLB09s3XNhIM5S5wF1Si,Everyone Else Is An Asshole,Reel Big Fish,47,2012-07-30,0.62,0.975,4,-2.507,1,0.0278,0.0,0.109,0.751,123.476,251093,4
3973,0tr0D36L1RwPdUTFfyNq37,Tonight Is the Night,Outasight,45,2011-09-23,0.625,0.786,7,-3.814,1,0.0343,1.05e-06,0.202,0.537,119.982,190000,4
3974,24NAvbfmN5qcf6nVXpiJbc,Behind Blue Eyes,Limp Bizkit,0,2003-11-04,0.591,0.497,7,-6.654,1,0.497,0.0,0.124,0.0983,120.33,269973,4
3975,4XsF4DoULvJ5gn7qt9JvLV,Hurt (Quiet),Nine Inch Nails,0,1995-06-01,0.655,0.221,11,-12.002,0,0.594,0.000817,0.117,0.0744,80.024,308493,4
3976,4bY2SbmhtGWyQLlBP9ZH4W,Criminal,Disturbed,50,2008-04-29,0.529,0.984,1,-3.998,1,0.000255,0.0445,0.0936,0.696,104.003,255933,4
3977,76aadnUFFANRNDs6L3aqxw,Through Glass,Stone Sour,49,2006-07-24,0.545,0.753,3,-4.618,0,0.0417,0.0,0.389,0.434,105.754,282947,4
3978,4a5cwZZc57KyccBxFS2yjV,She's so Mean,Matchbox Twenty,33,2012-06-12,0.671,0.868,0,-3.7,1,0.0137,1.17e-06,0.19,0.674,118.015,230608,4
3979,1640EvJmOr0kiryFyjPb0o,Cassie,Flyleaf,0,2005,0.387,0.966,2,-4.316,1,0.00173,0.0,0.516,0.344,167.938,177933,4
3980,6SpLc7EXZIPpy0sVko0aoU,Misery Business,Paramore,74,2007-06-11,0.517,0.906,1,-3.677,1,0.00272,9.26e-06,0.113,0.731,172.977,211520,4
3981,4GKQVC6SImVOlYabUNLBtD,"Dance, Dance",Fall Out Boy,40,2009-01-01,0.63,0.966,11,-2.879,0,0.00474,0.0,0.0354,0.5,114.454,181440,4
3982,6wFemJ1Oh4gnTalNKgtvBg,Underneath It All,Lady Saw,44,2003-01-01,0.73,0.738,4,-4.583,1,0.222,0.0,0.391,0.867,138.208,302040,4
3983,2fOxxLz9JVe53itq6pfBak,It's My Life,No Doubt,59,2003-01-01,0.606,0.75,8,-4.535,0,0.00264,0.000788,0.321,0.771,126.316,225867,4
3984,5Ai5b7rU7tTI5OqVbEUPEq,Can't Stop,Red Hot Chili Peppers,0,2002-07-09,0.618,0.938,9,-3.442,1,0.0179,0.0,0.167,0.875,91.455,269000,4
3985,0iq3MFEbuKTWJgdhwdOwXI,I Feel Fantastic,Jonathan Coulton,43,2008-01-01,0.786,0.859,11,-5.893,0,0.319,0.0,0.0719,0.772,99.977,185653,4
3986,0d28khcov6AiegSCpG5TuT,Feel Good Inc.,Gorillaz,82,2005-05-23,0.818,0.705,6,-6.679,1,0.00836,0.00233,0.613,0.772,138.559,222640,4
3987,1tL40tfdtUaSLek4DvDDr3,Hate Me,Blue October,59,2006-01-01,0.449,0.691,4,-5.65,0,0.477,0.0,0.0966,0.201,93.267,380200,4
3988,0aE8nMLrrd2m6lTscFIbZw,Drunken Lullabies,Flogging Molly,0,2002-03-19,0.385,0.969,7,-4.234,1,0.0015,0.0462,0.0817,0.854,156.177,230640,4
3989,7BLzYml7ZaxdAh9yf3Esi8,Devil's Dance Floor,Flogging Molly,0,2000-03-07,0.468,0.919,4,-6.32,0,0.0336,0.000618,0.0498,0.899,144.792,239653,4
3990,2rAZBVYI9r9UZe0kF5X9Dv,The Seven Deadly Sins,Flogging Molly,0,2004,0.454,0.984,2,-3.568,1,0.000901,2.15e-05,0.329,0.78,159.973,170147,4
3991,7vKqEn0DeMIxl0Gt4UF9wL,What's Left Of The Flag,Flogging Molly,0,2002-03-19,0.207,0.955,7,-4.33,1,0.00315,1.84e-05,0.293,0.607,156.125,218960,4
3992,51YhN4y2tOvfI0Sv1hoBRo,Live Like We're Dying,Kris Allen,40,2009-09-25,0.578,0.9,0,-2.501,1,0.0267,0.0,0.287,0.934,92.011,212747,4
3993,6vvYOBxKmCvUSEQgxdZiAq,Lovefool - Radio Edit,The Cardigans,0,2008-01-25,0.648,0.688,9,-4.671,1,0.0251,3.08e-06,0.149,0.937,111.854,198240,4
3994,4XVof6b8iRlZfnxtfFpfIr,Otherside,Red Hot Chili Peppers,0,1999-06-08,0.458,0.795,0,-3.265,1,0.00316,0.000202,0.0756,0.513,123.229,255373,4
3995,1NTa2w2DFVcxXUYktkVDjU,Around The World,Red Hot Chili Peppers,0,1999-06-08,0.504,0.96,0,-1.464,1,0.00417,0.569,0.0613,0.774,96.682,238733,4
3996,1OFfN6ZiJdDAnSycMIpLwt,Dani California,Red Hot Chili Peppers,0,2006-05-09,0.556,0.913,0,-2.36,1,0.0193,8.59e-06,0.346,0.73,96.184,282160,4
3997,4W3Bkljqflf1SD5l2VEtfl,Snow [Hey Oh],Red Hot Chili Peppers,0,2006-05-09,0.427,0.9,11,-3.674,1,0.116,1.75e-05,0.119,0.599,104.655,334667,4
3998,1AEYT6VxrxXPMoQUxsY0E4,Headstrong,Trapt,71,2002-11-05,0.492,0.896,4,-5.819,0,0.000172,2.78e-06,0.189,0.534,184.981,285570,4
3999,4kO7mrAPfqIrsKwUOK5BFx,Midnight City,M83,0,2011-10-18,0.507,0.729,11,-5.399,0,0.0182,1.4e-06,0.0658,0.272,105.013,243960,4
4000,1pwE0jB6MTtTWx8fzqriAj,Bohemian Rhapsody - 2011 Remaster,Queen,0,1981-10-26,0.392,0.398,0,-9.973,0,0.256,0.0,0.195,0.236,143.587,355467,4
4001,7oeQvorSjIN3Ly9vfqrsKV,Everything Is Alright,Motion City Soundtrack,0,2005-06-07,0.436,0.945,8,-3.824,1,0.000547,0.0,0.31,0.473,161.074,207582,4
4002,0wqOReZDnrefefEsrIGeR4,Hanging By A Moment,Lifehouse,65,2000,0.541,0.864,1,-4.915,1,0.00118,0.0,0.0896,0.435,124.557,216067,4
4003,6gkD0tbTaBy9t6meSK4aIL,Jumper,Third Eye Blind,0,2005,0.609,0.542,0,-9.227,1,0.0123,0.0017,0.29,0.632,91.066,272173,4
4004,5vYA1mW9g2Coh1HUFUSmlb,3AM,Matchbox Twenty,69,1996-10-01,0.521,0.673,8,-8.685,1,0.00573,0.0,0.12,0.543,108.031,225947,4
4005,6vrUTGn5p8IrfTZ0J6sIVM,Iris,The Goo Goo Dolls,73,2007-11-06,0.291,0.79,11,-5.683,0,0.00133,5.61e-06,0.0811,0.513,155.667,289907,3
4006,3YlkEc9QQOAdMf4kecOA8b,Ikea,Jonathan Coulton,26,2008-01-01,0.532,0.757,2,-6.044,1,0.0107,0.0,0.0741,0.884,159.862,184880,4
4007,7l3kYZIfTIpgthYcekjv4k,Skullcrusher Mountain,Jonathan Coulton,41,2008-01-01,0.565,0.679,4,-7.903,1,0.101,4.79e-05,0.0913,0.588,140.006,259920,4
4008,1eK5Ne2YPvP3XC7uOoCnRW,Creepy Doll,Jonathan Coulton,23,2008-01-01,0.649,0.558,9,-8.302,0,0.026,0.0,0.11,0.172,139.986,241067,4
4009,3TBKrVTg9NFJKrFpjwUay4,Vienna,The Fray,43,2005-09-13,0.443,0.476,5,-7.253,0,0.795,0.000179,0.113,0.142,124.194,231067,3
4010,2oBvncOkOTaxmTbOkmgGGw,Killer Queen - Remastered 2011,Queen,35,2011-01-01,0.535,0.65,10,-6.328,1,0.379,0.0,0.14,0.61,117.188,179600,4
4011,42d6bxB7OQ6f8ct2ihYNBw,Are We the Waiting / St. Jimmy,Green Day,49,2004-09-21,0.276,0.909,9,-3.664,1,0.00016,4.76e-06,0.0933,0.344,138.497,338147,4
4012,1TvWynhpfL81aLBd84OSBF,Give Me Novacaine / She's a Rebel,Green Day,50,2004-09-21,0.312,0.949,9,-3.533,1,0.00185,1.78e-05,0.0569,0.65,154.795,326200,4
4013,2M38zNMI7gCoCwfEUZQPq5,Extraordinary Girl / Letterbomb,Green Day,46,2004-09-21,0.317,0.958,9,-4.051,1,0.00089,0.000184,0.103,0.422,137.921,460000,4
4014,1tlU33QzdVtUL82H1DYZET,Homecoming,Green Day,46,2004-09-21,0.296,0.929,9,-3.068,1,0.000722,5.83e-06,0.349,0.411,123.709,558520,4
